49 764 241 241 241
1	14	(131, 131, 131)	(255, 255, 255)	0
1	15	(58, 58, 58)	(255, 255, 255)	0
1	16	(30, 30, 30)	(255, 255, 255)	0
1	17	(68, 68, 68)	(255, 255, 255)	0
1	18	(213, 213, 213)	(255, 255, 255)	0
1	19	(255, 255, 255)	(0, 0, 0)	0
1	20	(255, 255, 255)	(0, 0, 0)	0
1	21	(255, 255, 255)	(0, 0, 0)	0
1	22	(255, 255, 255)	(255, 255, 255)	1
1	23	(255, 255, 255)	(255, 255, 255)	1
1	24	(255, 255, 255)	(255, 255, 255)	1
1	25	(255, 255, 255)	(255, 255, 255)	1
1	26	(255, 255, 255)	(255, 255, 255)	1
1	27	(255, 255, 255)	(255, 255, 255)	1
1	28	(95, 95, 175)	(255, 255, 255)	0
1	29	(0, 0, 128)	(255, 255, 255)	0
2	0	(154, 154, 154)	(0, 0, 0)	0
2	1	(255, 255, 255)	(255, 255, 255)	1
2	2	(219, 219, 219)	(255, 255, 255)	0
2	3	(86, 86, 86)	(255, 255, 255)	0
2	4	(250, 250, 250)	(0, 0, 0)	0
2	5	(255, 255, 255)	(255, 255, 255)	1
2	6	(222, 222, 222)	(255, 255, 255)	0
2	7	(28, 28, 28)	(255, 255, 255)	0
2	8	(112, 112, 112)	(0, 0, 0)	0
2	9	(255, 255, 255)	(0, 0, 0)	0
2	10	(255, 255, 255)	(0, 0, 0)	0
2	11	(172, 172, 172)	(255, 255, 255)	0
2	12	(26, 26, 26)	(255, 255, 255)	0
2	13	(111, 111, 111)	(255, 255, 255)	0
2	14	(187, 187, 187)	(255, 255, 255)	0
2	15	(206, 206, 206)	(255, 255, 255)	0
2	16	(153, 153, 153)	(255, 255, 255)	0
2	17	(26, 26, 26)	(255, 255, 255)	0
2	18	(75, 75, 75)	(255, 255, 255)	0
2	19	(255, 255, 255)	(0, 0, 0)	0
2	20	(255, 255, 255)	(0, 0, 0)	0
2	21	(255, 255, 255)	(255, 255, 255)	1
2	22	(255, 255, 255)	(255, 255, 255)	1
2	23	(255, 255, 255)	(255, 255, 255)	1
2	24	(255, 255, 255)	(255, 255, 255)	1
2	25	(255, 255, 255)	(0, 0, 0)	0
2	26	(255, 255, 255)	(0, 0, 0)	0
2	27	(255, 255, 255)	(255, 255, 255)	1
2	28	(95, 95, 175)	(255, 255, 255)	0
2	29	(0, 0, 128)	(255, 255, 255)	0
3	0	(156, 156, 156)	(0, 0, 0)	0
3	1	(255, 255, 255)	(255, 255, 255)	1
3	2	(241, 241, 241)	(255, 255, 255)	1
3	3	(208, 208, 208)	(0, 0, 0)	0
3	4	(255, 255, 255)	(0, 0, 0)	0
3	5	(255, 255, 255)	(0, 0, 0)	0
3	6	(255, 255, 255)	(255, 255, 255)	1
3	7	(50, 50, 50)	(255, 255, 255)	0
3	8	(69, 69, 69)	(0, 0, 0)	0
3	9	(255, 255, 255)	(0, 0, 0)	0
3	10	(255, 255, 255)	(0, 0, 0)	0
3	11	(172, 172, 172)	(255, 255, 255)	0
3	12	(26, 26, 26)	(255, 255, 255)	0
3	13	(176, 176, 176)	(255, 255, 255)	0
3	14	(255, 255, 255)	(0, 0, 0)	0
3	15	(255, 255, 255)	(0, 0, 0)	0
3	16	(255, 255, 255)	(0, 0, 0)	0
3	17	(76, 76, 76)	(255, 255, 255)	0
3	18	(29, 29, 29)	(255, 255, 255)	0
3	19	(255, 255, 255)	(0, 0, 0)	0
3	20	(255, 255, 255)	(0, 0, 0)	0
3	21	(255, 255, 255)	(255, 255, 255)	1
3	22	(255, 255, 255)	(255, 255, 255)	1
3	23	(255, 255, 255)	(255, 255, 255)	1
3	24	(255, 255, 255)	(0, 0, 0)	0
3	25	(255, 255, 255)	(0, 0, 0)	0
3	26	(255, 255, 255)	(0, 0, 0)	0
3	27	(255, 255, 255)	(255, 255, 255)	1
3	28	(95, 95, 175)	(255, 255, 255)	0
3	29	(0, 0, 128)	(255, 255, 255)	0
4	0	(255, 255, 255)	(0, 0, 0)	0
4	1	(255, 255, 255)	(0, 0, 0)	0
4	2	(255, 255, 255)	(0, 0, 0)	0
4	3	(255, 255, 255)	(0, 0, 0)	0
4	4	(255, 255, 255)	(0, 0, 0)	0
4	5	(255, 255, 255)	(0, 0, 0)	0
4	6	(255, 255, 255)	(255, 255, 255)	1
4	7	(54, 54, 54)	(255, 255, 255)	0
4	8	(65, 65, 65)	(0, 0, 0)	0
4	9	(255, 255, 255)	(0, 0, 0)	0
4	10	(255, 255, 255)	(0, 0, 0)	0
4	11	(172, 172, 172)	(255, 255, 255)	0
4	12	(26, 26, 26)	(255, 255, 255)	0
4	13	(176, 176, 176)	(255, 255, 255)	0
4	14	(255, 255, 255)	(0, 0, 0)	0
4	15	(255, 255, 255)	(0, 0, 0)	0
4	16	(255, 255, 255)	(0, 0, 0)	0
4	17	(97, 97, 97)	(255, 255, 255)	0
4	18	(26, 26, 26)	(255, 255, 255)	0
4	19	(251, 251, 251)	(0, 0, 0)	0
4	20	(255, 255, 255)	(255, 255, 255)	1
4	21	(255, 255, 255)	(255, 255, 255)	1
4	22	(255, 255, 255)	(255, 255, 255)	1
4	23	(255, 255, 255)	(0, 0, 0)	0
4	24	(255, 255, 255)	(0, 0, 0)	0
4	25	(255, 255, 255)	(0, 0, 0)	0
4	26	(255, 255, 255)	(0, 0, 0)	0
4	27	(255, 255, 255)	(255, 255, 255)	1
4	28	(95, 95, 175)	(255, 255, 255)	0
4	29	(0, 0, 128)	(255, 255, 255)	0
5	0	(255, 255, 255)	(0, 0, 0)	0
5	1	(255, 255, 255)	(255, 255, 255)	1
5	2	(233, 233, 233)	(255, 255, 255)	0
5	3	(127, 127, 127)	(255, 255, 255)	0
5	4	(79, 79, 79)	(255, 255, 255)	0
5	5	(88, 88, 88)	(255, 255, 255)	0
5	6	(90, 90, 90)	(255, 255, 255)	0
5	7	(33, 33, 33)	(255, 255, 255)	0
5	8	(65, 65, 65)	(0, 0, 0)	0
5	9	(255, 255, 255)	(0, 0, 0)	0
5	10	(255, 255, 255)	(0, 0, 0)	0
5	11	(172, 172, 172)	(255, 255, 255)	0
5	12	(26, 26, 26)	(255, 255, 255)	0
5	13	(176, 176, 176)	(255, 255, 255)	0
5	14	(255, 255, 255)	(0, 0, 0)	0
5	15	(255, 255, 255)	(0, 0, 0)	0
5	16	(255, 255, 255)	(0, 0, 0)	0
5	17	(97, 97, 97)	(255, 255, 255)	0
5	18	(26, 26, 26)	(255, 255, 255)	0
5	19	(251, 251, 251)	(0, 0, 0)	0
5	20	(255, 255, 255)	(255, 255, 255)	1
5	21	(255, 255, 255)	(255, 255, 255)	1
5	22	(255, 255, 255)	(255, 255, 255)	1
5	23	(255, 255, 255)	(0, 0, 0)	0
5	24	(255, 255, 255)	(0, 0, 0)	0
5	25	(255, 255, 255)	(0, 0, 0)	0
5	26	(255, 255, 255)	(0, 0, 0)	0
5	27	(255, 255, 255)	(255, 255, 255)	1
5	28	(95, 95, 175)	(255, 255, 255)	0
5	29	(0, 0, 128)	(255, 255, 255)	0
6	0	(255, 255, 255)	(0, 0, 0)	0
6	1	(251, 251, 251)	(255, 255, 255)	1
6	2	(60, 60, 60)	(255, 255, 255)	0
6	3	(65, 65, 65)	(255, 255, 255)	0
6	4	(236, 236, 236)	(0, 0, 0)	0
6	5	(255, 255, 255)	(0, 0, 0)	0
6	6	(255, 255, 255)	(255, 255, 255)	1
6	7	(54, 54, 54)	(255, 255, 255)	0
6	8	(65, 65, 65)	(0, 0, 0)	0
6	9	(255, 255, 255)	(0, 0, 0)	0
6	10	(255, 255, 255)	(0, 0, 0)	0
6	11	(172, 172, 172)	(255, 255, 255)	0
6	12	(26, 26, 26)	(255, 255, 255)	0
6	13	(176, 176, 176)	(255, 255, 255)	0
6	14	(255, 255, 255)	(0, 0, 0)	0
6	15	(255, 255, 255)	(0, 0, 0)	0
6	16	(255, 255, 255)	(0, 0, 0)	0
6	17	(97, 97, 97)	(255, 255, 255)	0
6	18	(26, 26, 26)	(255, 255, 255)	0
6	19	(251, 251, 251)	(0, 0, 0)	0
6	20	(255, 255, 255)	(255, 255, 255)	1
6	21	(255, 255, 255)	(255, 255, 255)	1
6	22	(255, 255, 255)	(255, 255, 255)	1
6	23	(255, 255, 255)	(0, 0, 0)	0
6	24	(255, 255, 255)	(0, 0, 0)	0
6	25	(255, 255, 255)	(0, 0, 0)	0
6	26	(255, 255, 255)	(0, 0, 0)	0
6	27	(255, 255, 255)	(255, 255, 255)	1
6	28	(95, 95, 175)	(255, 255, 255)	0
6	29	(0, 0, 128)	(255, 255, 255)	0
7	0	(255, 255, 255)	(255, 255, 255)	1
7	1	(207, 207, 207)	(255, 255, 255)	0
7	2	(26, 26, 26)	(255, 255, 255)	0
7	3	(145, 145, 145)	(0, 0, 0)	0
7	4	(255, 255, 255)	(0, 0, 0)	0
7	5	(255, 255, 255)	(0, 0, 0)	0
7	6	(255, 255, 255)	(255, 255, 255)	1
7	7	(54, 54, 54)	(255, 255, 255)	0
7	8	(65, 65, 65)	(0, 0, 0)	0
7	9	(255, 255, 255)	(0, 0, 0)	0
7	10	(255, 255, 255)	(0, 0, 0)	0
7	11	(172, 172, 172)	(255, 255, 255)	0
7	12	(26, 26, 26)	(255, 255, 255)	0
7	13	(176, 176, 176)	(255, 255, 255)	0
7	14	(255, 255, 255)	(0, 0, 0)	0
7	15	(255, 255, 255)	(0, 0, 0)	0
7	16	(255, 255, 255)	(0, 0, 0)	0
7	17	(97, 97, 97)	(255, 255, 255)	0
7	18	(26, 26, 26)	(255, 255, 255)	0
7	19	(251, 251, 251)	(0, 0, 0)	0
7	20	(255, 255, 255)	(255, 255, 255)	1
7	21	(255, 255, 255)	(255, 255, 255)	1
7	22	(255, 255, 255)	(255, 255, 255)	1
7	23	(255, 255, 255)	(0, 0, 0)	0
7	24	(255, 255, 255)	(0, 0, 0)	0
7	25	(255, 255, 255)	(0, 0, 0)	0
7	26	(255, 255, 255)	(0, 0, 0)	0
7	27	(255, 255, 255)	(255, 255, 255)	1
7	28	(95, 95, 175)	(255, 255, 255)	0
7	29	(0, 0, 128)	(255, 255, 255)	0
8	0	(255, 255, 255)	(255, 255, 255)	1
8	1	(200, 200, 200)	(255, 255, 255)	0
8	2	(26, 26, 26)	(255, 255, 255)	0
8	3	(142, 142, 142)	(0, 0, 0)	0
8	4	(255, 255, 255)	(0, 0, 0)	0
8	5	(255, 255, 255)	(0, 0, 0)	0
8	6	(255, 255, 255)	(255, 255, 255)	1
8	7	(54, 54, 54)	(255, 255, 255)	0
8	8	(65, 65, 65)	(0, 0, 0)	0
8	9	(255, 255, 255)	(0, 0, 0)	0
8	10	(255, 255, 255)	(0, 0, 0)	0
8	11	(172, 172, 172)	(255, 255, 255)	0
8	12	(26, 26, 26)	(255, 255, 255)	0
8	13	(176, 176, 176)	(255, 255, 255)	0
8	14	(255, 255, 255)	(0, 0, 0)	0
8	15	(255, 255, 255)	(0, 0, 0)	0
8	16	(255, 255, 255)	(0, 0, 0)	0
8	17	(97, 97, 97)	(255, 255, 255)	0
8	18	(26, 26, 26)	(255, 255, 255)	0
8	19	(251, 251, 251)	(0, 0, 0)	0
8	20	(255, 255, 255)	(0, 0, 0)	0
8	21	(255, 255, 255)	(255, 255, 255)	1
8	22	(255, 255, 255)	(255, 255, 255)	1
8	23	(255, 255, 255)	(255, 255, 255)	1
8	24	(255, 255, 255)	(0, 0, 0)	0
8	25	(255, 255, 255)	(0, 0, 0)	0
8	26	(255, 255, 255)	(0, 0, 0)	0
8	27	(255, 255, 255)	(255, 255, 255)	1
8	28	(95, 95, 175)	(255, 255, 255)	0
8	29	(0, 0, 128)	(255, 255, 255)	0
9	0	(207, 207, 207)	(255, 255, 255)	0
9	1	(239, 239, 239)	(255, 255, 255)	0
9	2	(30, 30, 30)	(255, 255, 255)	0
9	3	(56, 56, 56)	(255, 255, 255)	0
9	4	(202, 202, 202)	(255, 255, 255)	0
9	5	(212, 212, 212)	(255, 255, 255)	0
9	6	(154, 154, 154)	(255, 255, 255)	0
9	7	(39, 39, 39)	(255, 255, 255)	0
9	8	(65, 65, 65)	(0, 0, 0)	0
9	9	(255, 255, 255)	(0, 0, 0)	0
9	10	(255, 255, 255)	(0, 0, 0)	0
9	11	(172, 172, 172)	(255, 255, 255)	0
9	12	(26, 26, 26)	(255, 255, 255)	0
9	13	(176, 176, 176)	(255, 255, 255)	0
9	14	(255, 255, 255)	(0, 0, 0)	0
9	15	(255, 255, 255)	(0, 0, 0)	0
9	16	(255, 255, 255)	(0, 0, 0)	0
9	17	(97, 97, 97)	(255, 255, 255)	0
9	18	(26, 26, 26)	(255, 255, 255)	0
9	19	(251, 251, 251)	(0, 0, 0)	0
9	20	(255, 255, 255)	(0, 0, 0)	0
9	21	(255, 255, 255)	(255, 255, 255)	1
9	22	(255, 255, 255)	(255, 255, 255)	1
9	23	(255, 255, 255)	(255, 255, 255)	1
9	24	(255, 255, 255)	(255, 255, 255)	1
9	25	(255, 255, 255)	(255, 255, 255)	1
9	26	(255, 255, 255)	(255, 255, 255)	1
9	27	(255, 255, 255)	(255, 255, 255)	1
9	28	(95, 95, 175)	(255, 255, 255)	0
9	29	(0, 0, 128)	(255, 255, 255)	0
10	0	(193, 193, 193)	(0, 0, 0)	0
10	1	(255, 255, 255)	(255, 255, 255)	1
10	2	(167, 167, 167)	(255, 255, 255)	0
10	3	(48, 48, 48)	(255, 255, 255)	0
10	4	(30, 30, 30)	(255, 255, 255)	0
10	5	(72, 72, 72)	(255, 255, 255)	0
10	6	(177, 177, 177)	(255, 255, 255)	0
10	7	(95, 95, 95)	(255, 255, 255)	0
10	8	(30, 30, 30)	(255, 255, 255)	0
10	9	(91, 91, 91)	(0, 0, 0)	0
10	10	(189, 189, 189)	(255, 255, 255)	0
10	11	(77, 77, 77)	(255, 255, 255)	0
10	12	(26, 26, 26)	(255, 255, 255)	0
10	13	(78, 78, 78)	(255, 255, 255)	0
10	14	(178, 178, 178)	(255, 255, 255)	0
10	15	(255, 255, 255)	(0, 0, 0)	0
10	16	(130, 130, 130)	(255, 255, 255)	0
10	17	(48, 48, 48)	(255, 255, 255)	0
10	18	(26, 26, 26)	(255, 255, 255)	0
10	19	(113, 113, 113)	(255, 255, 255)	0
10	20	(234, 234, 234)	(255, 255, 255)	0
10	21	(255, 255, 255)	(0, 0, 0)	0
10	22	(255, 255, 255)	(255, 255, 255)	1
10	23	(255, 255, 255)	(255, 255, 255)	1
10	24	(255, 255, 255)	(255, 255, 255)	1
10	25	(255, 255, 255)	(255, 255, 255)	1
10	26	(216, 216, 236)	(255, 255, 255)	0
10	27	(76, 76, 166)	(255, 255, 255)	0
10	28	(16, 16, 136)	(255, 255, 255)	0
10	29	(0, 0, 128)	(255, 255, 255)	0
11	0	(255, 255, 255)	(0, 0, 0)	0
11	1	(255, 255, 255)	(0, 0, 0)	0
11	2	(255, 255, 255)	(0, 0, 0)	0
11	3	(255, 255, 255)	(0, 0, 0)	0
11	4	(255, 255, 255)	(0, 0, 0)	0
11	5	(255, 255, 255)	(0, 0, 0)	0
11	6	(255, 255, 255)	(0, 0, 0)	0
11	7	(255, 255, 255)	(0, 0, 0)	0
11	8	(255, 255, 255)	(0, 0, 0)	0
11	9	(255, 255, 255)	(0, 0, 0)	0
11	10	(255, 255, 255)	(0, 0, 0)	0
11	11	(255, 255, 255)	(0, 0, 0)	0
11	12	(255, 255, 255)	(0, 0, 0)	0
11	13	(255, 255, 255)	(0, 0, 0)	0
11	14	(255, 255, 255)	(0, 0, 0)	0
11	15	(255, 255, 255)	(0, 0, 0)	0
11	16	(255, 255, 255)	(0, 0, 0)	0
11	17	(255, 255, 255)	(0, 0, 0)	0
11	18	(255, 255, 255)	(0, 0, 0)	0
11	19	(255, 255, 255)	(0, 0, 0)	0
11	20	(255, 255, 255)	(0, 0, 0)	0
11	21	(255, 255, 255)	(0, 0, 0)	0
11	22	(255, 255, 255)	(0, 0, 0)	0
11	23	(255, 255, 255)	(0, 0, 0)	0
11	24	(255, 255, 255)	(0, 0, 0)	0
11	25	(255, 255, 255)	(0, 0, 0)	0
11	26	(255, 255, 255)	(0, 0, 0)	0
11	27	(255, 255, 255)	(0, 0, 0)	0
11	28	(255, 255, 255)	(0, 0, 0)	0
11	29	(255, 255, 255)	(0, 0, 0)	0
match count: 128
total count: 0
Net Match: 128%
Count of Matches: 0
